Player,Nation,Squad,Position,Age,Minutes,Matches played,Starts,Goals,Assists,Yellow cards,Red cards,Expected: xG,Expected: xAG,Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90: Gls,Per 90: Ast,Per 90: xG,Per 90: xGA,Performance: GA90,Performance: Save%,Performance: CS%,Penalty Kicks: Save%,Standard: SoT%,Standard: SoT/90,Standard: G/Sh,Standard: Dist,Total: Cmp,Total: Cmp%,Total: TotDist,Short: Cmp%,Medium: Cmp%,Long: Cmp%,Expected: KP,Expected: 1/3,Expected: PPA,Expected: CrsPA,SCA,SCA90,GCA,GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches Att 3rd,Touches Att Pen,TakeOns: Att,TakeOns: Succ%,TakeOns: Tkld%,Carries: Carries,Carries: PrgDist,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerials: Won,Aerials: Lost,Aerials: Won%
Bobby De Cordova-Reid,JAM,Leicester City,FW,32,744,23,9,1,2,2,0,0.8,1.2,14,15,48,0.12,0.24,0.10,N/a,N/a,N/a,N/a,N/a,42.9,0.36,0.14,25.1,145,70.4,587,81.5,73.6,33.3,6,9,5,0,13,1.57,3,0.36,9,4,N/a,10,6,1,5,0,272,15,49,114,109,16,N/a,N/a,80.0,174,389,5,6,N/a,N/a,188,9,9,4,15,29,6,14,30.0
Boubacar Kamara,FRA,Aston Villa,MF,25,"1,463",23,17,0,0,2,0,0.4,0.9,16,74,7,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,14.3,0.06,0.00,21.1,738,89.2,3651,93.4,91.8,54.4,10,82,8,0,24,1.48,2,0.12,49,20,N/a,26,17,7,10,17,991,92,308,572,118,8,N/a,N/a,33.3,517,1121,11,1,N/a,N/a,673,25,28,0,1,73,17,23,42.5
Boubakary Soumaré,FRA,Leicester City,MF,26,"1,960",28,23,0,0,8,0,0.3,0.4,31,95,21,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.4,985,86.7,4024,92.0,87.6,69.1,11,90,13,2,34,1.56,3,0.14,33,18,N/a,12,20,8,12,24,1324,64,352,835,150,17,N/a,N/a,29.5,788,1881,16,3,N/a,N/a,929,21,21,0,8,130,20,9,69.0
Brajan Gruda,GER,Brighton,"FW,MF",20,508,18,6,0,3,0,0,0.4,1.5,16,17,47,0.00,0.53,0.07,N/a,N/a,N/a,N/a,N/a,50.0,0.35,0.00,16.8,139,73.5,639,82.6,71.1,40.9,15,7,10,1,27,4.77,4,0.71,14,6,N/a,7,8,0,8,2,262,4,33,89,144,33,N/a,N/a,43.5,152,491,17,10,N/a,N/a,170,6,9,1,18,19,3,4,42.9
Brennan Johnson,WAL,Tottenham,FW,23,"2,083",31,23,11,3,5,0,9.8,2.3,57,70,194,0.48,0.13,0.43,N/a,N/a,N/a,N/a,N/a,37.7,0.86,0.21,11.4,438,71.0,1591,80.5,75.7,34.4,19,25,35,6,46,1.99,7,0.30,39,26,N/a,15,25,3,22,4,825,16,89,282,466,120,N/a,N/a,50.0,527,1410,21,32,N/a,N/a,609,26,25,12,52,60,7,20,25.9
Bruno Fernandes,POR,Manchester Utd,MF,30,"2,758",33,32,8,9,4,2,9.5,7.6,65,281,118,0.26,0.29,0.31,N/a,N/a,N/a,N/a,N/a,30.1,0.82,0.06,21.9,1522,75.2,9407,86.7,80.4,52.6,84,176,73,11,169,5.51,12,0.39,76,47,N/a,46,32,4,28,25,2394,59,398,1130,888,71,N/a,N/a,49.2,1379,3436,60,11,N/a,N/a,1665,26,37,2,172,192,21,28,42.9
Bruno Guimarães,BRA,Newcastle Utd,MF,27,"3,002",35,35,4,6,6,0,3.9,5.8,54,247,81,0.12,0.18,0.12,N/a,N/a,N/a,N/a,N/a,25.6,0.30,0.10,16.3,1334,82.1,7192,90.6,87.5,56.8,47,162,70,6,121,3.63,17,0.51,75,43,N/a,33,34,9,25,27,2013,75,409,1035,592,74,N/a,N/a,32.0,1298,3108,40,12,N/a,N/a,1507,57,100,2,25,167,18,17,51.4
Bryan Mbeumo,CMR,Brentford,FW,25,"3,144",35,35,18,6,3,0,10.8,8.0,118,128,319,0.52,0.17,0.31,N/a,N/a,N/a,N/a,N/a,42.3,0.86,0.18,17.7,809,66.6,3990,79.0,72.1,37.0,66,55,55,16,134,3.84,18,0.52,45,29,N/a,13,24,3,21,14,1633,54,232,517,913,149,N/a,N/a,41.4,984,3237,64,68,N/a,N/a,1109,23,43,11,182,143,34,69,33.0
Bukayo Saka,ENG,Arsenal,"FW,MF",23,"1,539",22,18,6,10,3,0,6.3,6.8,82,62,233,0.35,0.58,0.37,N/a,N/a,N/a,N/a,N/a,34.5,1.17,0.09,15.5,488,75.2,2184,90.1,73.1,47.7,50,13,32,10,102,5.97,22,1.29,24,13,N/a,11,21,0,21,3,875,6,52,192,639,146,N/a,N/a,41.7,558,2133,28,45,N/a,N/a,635,14,38,5,110,65,8,19,29.6
Caleb Okoli,ITA,Leicester City,DF,23,"1,124",18,12,1,0,4,0,0.6,0.0,3,32,2,0.08,0.00,0.05,N/a,N/a,N/a,N/a,N/a,50.0,0.16,0.25,13.5,558,86.4,3849,91.3,91.0,55.4,0,21,1,0,4,0.32,0,0.00,25,14,N/a,7,24,14,10,15,804,152,450,324,35,10,N/a,N/a,N/a,467,1106,6,0,N/a,N/a,483,16,9,0,1,44,23,21,52.3
Callum Hudson-Odoi,ENG,Nott'ham Forest,"FW,MF",24,"2,152",29,25,5,2,2,0,2.5,2.7,127,66,186,0.21,0.08,0.10,N/a,N/a,N/a,N/a,N/a,45.9,0.71,0.14,18.3,674,82.2,1991,92.1,81.8,51.2,44,36,31,11,94,3.93,11,0.46,20,14,N/a,6,11,0,11,13,1005,15,111,324,595,72,N/a,N/a,29.0,626,3335,61,45,N/a,N/a,764,12,22,8,75,91,3,10,23.1
Callum Wilson,ENG,Newcastle Utd,FW,33,285,15,1,0,0,1,0,0.4,0.1,5,3,12,0.00,0.00,0.12,N/a,N/a,N/a,N/a,N/a,16.7,0.32,0.00,15.4,28,70.0,77,77.8,80.0,N/a,1,1,0,0,6,1.89,0,0.00,2,2,N/a,2,2,0,2,1,76,1,5,45,29,16,N/a,N/a,50.0,38,93,4,5,N/a,N/a,45,3,1,3,2,10,2,14,12.5
Calvin Bassey,NGA,Fulham,DF,25,"2,894",33,32,1,0,7,0,1.0,0.1,36,107,15,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,28.6,0.12,0.07,15.3,1822,89.8,11248,95.1,94.0,61.5,3,143,2,0,23,0.72,3,0.09,52,33,N/a,9,37,17,20,18,2317,308,1127,1090,124,19,N/a,N/a,32.3,1487,4539,18,5,N/a,N/a,1620,26,31,2,7,156,40,31,56.3
Cameron Archer,ENG,Southampton,FW,23,"1,373",32,13,2,0,0,0,5.1,0.4,19,14,64,0.13,0.00,0.33,N/a,N/a,N/a,N/a,N/a,33.3,0.59,0.07,13.1,189,81.1,337,85.6,91.4,55.6,3,6,7,0,17,1.12,0,0.00,11,7,N/a,7,5,1,4,2,362,16,59,161,145,50,N/a,N/a,53.1,210,499,9,14,N/a,N/a,256,16,12,7,3,34,8,28,22.2
Cameron Burgess,AUS,Ipswich Town,DF,29,"1,451",17,15,0,2,0,0,0.7,0.5,2,41,4,0.00,0.12,0.04,N/a,N/a,N/a,N/a,N/a,11.1,0.06,0.00,9.7,590,80.9,5211,90.9,87.0,50.8,7,45,4,0,13,0.81,3,0.19,15,10,N/a,2,18,13,5,14,919,221,562,312,47,23,N/a,N/a,N/a,416,990,4,0,N/a,N/a,539,5,4,1,0,40,43,22,66.2
Caoimhín Kelleher,IRL,Liverpool,GK,26,900,10,10,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,289,75.7,3968,100.0,100.0,31.9,0,6,0,0,3,0.30,1,0.10,0,0,N/a,0,0,0,0,0,398,286,396,2,0,0,N/a,N/a,0.0,290,616,0,0,N/a,N/a,275,0,3,0,0,18,1,0,100.0
Carlos Alcaraz,ARG,Everton,"FW,MF",22,580,12,5,1,2,4,0,1.3,1.5,15,37,17,0.16,0.31,0.21,N/a,N/a,N/a,N/a,N/a,100.0,9.00,0.00,9.7,13,100.0,66,100.0,100.0,100.0,1,4,1,1,1,9.00,0,0.00,0,0,N/a,0,0,0,0,1,17,0,1,8,9,2,N/a,N/a,100.0,12,98,1,0,N/a,N/a,12,1,0,0,1,2,1,0,100.0
Carlos Baleba,CMR,Brighton,MF,21,"2,403",31,28,3,1,8,1,3.0,1.3,40,111,27,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,26.8,0.41,0.07,25.3,1048,87.2,4406,92.6,91.7,62.3,20,103,22,2,60,2.25,4,0.15,71,41,N/a,28,44,10,34,40,1556,88,375,917,303,12,N/a,N/a,34.6,886,2588,40,3,N/a,N/a,944,38,44,0,8,176,38,24,61.3
Carlos Forbs,POR,Wolves,"MF,FW",21,239,10,1,0,0,2,0,0.1,0.0,10,8,28,0.00,0.00,0.05,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.1,60,65.9,228,76.5,73.1,20.0,1,2,3,1,5,1.89,1,0.38,8,5,N/a,2,3,0,3,1,121,3,23,39,60,13,N/a,N/a,41.7,75,321,3,8,N/a,N/a,85,2,1,0,9,11,1,3,25.0
Carlos Soler,ESP,West Ham,"MF,FW",28,"1,358",29,14,1,1,5,0,1.7,1.2,16,52,33,0.07,0.07,0.11,N/a,N/a,N/a,N/a,N/a,29.2,0.46,0.04,19.1,536,85.1,2241,94.4,85.6,53.7,14,41,11,0,47,3.12,2,0.13,15,11,N/a,16,19,6,13,8,748,26,173,391,189,23,N/a,N/a,50.0,341,714,16,4,N/a,N/a,506,24,18,0,31,64,9,11,45.0
Casemiro,BRA,Manchester Utd,MF,33,"1,335",22,16,1,0,3,0,1.7,2.3,4,70,26,0.07,0.00,0.11,N/a,N/a,N/a,N/a,N/a,28.6,0.54,0.04,18.8,670,78.5,3522,86.4,83.7,59.8,20,68,20,6,49,3.31,3,0.20,77,46,N/a,25,33,10,23,12,1091,69,327,555,217,38,N/a,N/a,50.0,575,823,10,0,N/a,N/a,697,17,18,3,19,89,31,17,64.6
Charlie Taylor,ENG,Southampton,DF,31,266,7,2,0,0,1,0,0.0,0.1,3,8,6,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,154,87.0,691,94.0,89.5,70.6,1,8,2,1,2,0.68,1,0.34,7,5,N/a,1,5,3,2,3,219,21,93,91,36,1,N/a,N/a,0.0,91,155,3,0,N/a,N/a,133,2,2,0,9,7,4,2,66.7
Cheick Doucouré,MLI,Crystal Palace,MF,25,452,13,4,0,0,1,0,0.4,0.0,2,19,7,0.00,0.00,0.08,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.6,174,85.3,823,89.4,89.7,80.0,1,17,3,0,9,1.79,3,0.60,16,8,N/a,6,4,0,4,11,263,11,56,165,45,4,N/a,N/a,40.0,133,280,7,1,N/a,N/a,160,7,7,0,1,31,5,5,50.0
Chidozie Obi-Martin,DEN,Manchester Utd,FW,17,155,6,1,0,0,1,0,0.6,0.0,2,1,12,0.00,0.00,0.35,N/a,N/a,N/a,N/a,N/a,25.0,0.58,0.00,10.8,19,82.6,46,90.0,77.8,50.0,0,1,0,0,2,1.16,0,0.00,2,1,N/a,0,0,0,0,0,44,3,6,19,19,8,N/a,N/a,66.7,22,50,0,1,N/a,N/a,29,3,1,0,0,9,1,4,20.0
Chiedozie Ogbene,IRL,Ipswich Town,FW,28,238,5,3,0,0,0,0,0.0,0.1,7,0,15,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,32,74.4,27,83.3,80.0,100.0,2,0,0,0,3,1.13,0,0.00,7,3,N/a,2,1,0,1,1,70,3,11,19,40,6,N/a,N/a,42.9,41,139,2,2,N/a,N/a,43,2,7,1,4,6,1,6,14.3
Chris Richards,USA,Crystal Palace,DF,25,"1,652",21,19,1,0,4,1,1.3,0.1,5,35,1,0.05,0.00,0.07,N/a,N/a,N/a,N/a,N/a,45.5,0.27,0.09,11.4,609,80.2,3832,88.3,89.6,44.9,2,22,1,1,7,0.38,2,0.11,44,28,N/a,15,36,13,23,15,985,113,527,397,67,18,N/a,N/a,83.3,453,916,5,0,N/a,N/a,547,11,4,1,3,49,38,38,50.0
Chris Wood,NZL,Nott'ham Forest,FW,33,"2,689",33,32,19,3,1,0,11.7,2.5,13,36,87,0.64,0.10,0.39,N/a,N/a,N/a,N/a,N/a,54.5,1.00,0.29,14.1,290,65.9,879,69.8,67.2,72.7,19,16,9,1,40,1.34,5,0.17,5,4,N/a,7,11,7,4,5,698,36,84,334,282,89,N/a,N/a,58.3,339,444,10,5,N/a,N/a,512,24,21,26,1,44,88,129,40.6
Christian Eriksen,DEN,Manchester Utd,MF,33,"1,028",21,11,0,2,4,0,0.4,2.9,12,53,29,0.00,0.18,0.03,N/a,N/a,N/a,N/a,N/a,9.1,0.09,0.00,24.9,569,79.1,2975,92.1,80.7,47.6,27,53,11,4,51,4.46,7,0.61,19,9,N/a,15,14,4,10,7,811,24,163,388,264,15,N/a,N/a,100.0,450,761,13,1,N/a,N/a,541,8,3,0,78,59,2,6,25.0
Christian Nørgaard,DEN,Brentford,MF,31,"2,549",31,31,5,3,6,1,3.9,1.0,12,133,37,0.18,0.11,0.14,N/a,N/a,N/a,N/a,N/a,34.3,0.42,0.14,14.3,1049,81.3,5800,87.0,85.1,58.6,17,128,24,4,49,1.73,10,0.35,75,45,N/a,27,51,19,32,45,1638,161,561,780,312,52,N/a,N/a,38.5,738,1204,12,4,N/a,N/a,974,41,28,1,15,179,44,29,60.3
Christian Walton,ENG,Ipswich Town,GK,29,540,6,6,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,152,67.3,2976,100.0,97.2,36.8,1,1,0,0,2,0.33,0,0.00,0,0,N/a,1,0,0,0,0,242,224,241,1,0,0,N/a,N/a,N/a,122,305,0,0,N/a,N/a,117,0,1,0,0,5,2,0,100.0
Christopher Nkunku,FRA,Chelsea,FW,27,921,27,9,3,2,2,0,4.8,2.1,17,25,68,0.29,0.20,0.47,N/a,N/a,N/a,N/a,N/a,44.0,1.07,0.12,12.6,299,89.5,760,91.6,92.2,100.0,14,26,7,0,34,3.32,4,0.39,12,8,N/a,2,9,2,7,7,448,10,52,183,217,52,N/a,N/a,51.9,280,628,16,13,N/a,N/a,356,16,11,3,4,29,16,22,42.1
Cody Gakpo,NED,Liverpool,FW,26,"1,717",32,20,9,3,5,0,6.5,3.5,51,52,253,0.47,0.16,0.34,N/a,N/a,N/a,N/a,N/a,41.2,1.10,0.18,15.2,439,75.8,1564,86.6,66.5,54.8,33,22,27,8,71,3.72,7,0.37,26,14,N/a,12,19,2,17,11,795,21,75,230,506,90,N/a,N/a,29.4,540,1974,32,20,N/a,N/a,606,17,25,5,68,66,15,24,38.5
Cole Palmer,ENG,Chelsea,MF,23,"2,921",34,33,15,8,6,0,17.0,10.0,110,200,169,0.46,0.25,0.52,N/a,N/a,N/a,N/a,N/a,35.7,1.26,0.10,20.2,1044,76.9,5288,85.9,84.8,59.9,82,153,61,17,190,5.86,15,0.46,27,17,N/a,14,14,1,13,11,1694,20,140,759,817,133,N/a,N/a,38.3,1074,3497,67,39,N/a,N/a,1248,13,57,6,134,100,1,7,12.5
Conor Bradley,NIR,Liverpool,DF,21,567,16,4,0,1,3,0,0.6,0.5,28,26,31,0.00,0.16,0.09,N/a,N/a,N/a,N/a,N/a,33.3,0.48,0.00,14.3,377,84.0,1450,91.7,88.0,35.5,5,20,3,1,16,2.54,2,0.32,11,8,N/a,9,4,0,4,3,533,18,147,247,149,36,N/a,N/a,47.4,297,1091,19,8,N/a,N/a,335,9,10,0,6,36,7,7,50.0
Conor Chaplin,ENG,Ipswich Town,"MF,FW",28,712,19,8,1,1,2,0,1.2,0.7,11,26,20,0.13,0.13,0.15,N/a,N/a,N/a,N/a,N/a,25.0,0.38,0.08,18.3,186,72.7,762,80.9,79.2,40.0,8,20,7,2,21,2.66,1,0.13,12,5,N/a,7,8,1,7,3,314,7,57,158,104,12,N/a,N/a,42.9,148,403,7,0,N/a,N/a,215,11,6,0,9,25,2,9,18.2
Conor Coady,ENG,Leicester City,DF,32,"1,444",19,16,0,0,2,0,0.1,0.1,3,30,0,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,100.0,0.06,0.00,9.2,829,90.9,5362,97.0,96.6,52.7,1,32,2,0,5,0.31,0,0.00,12,8,N/a,3,27,20,7,13,1036,199,569,450,18,6,N/a,N/a,50.0,676,1556,3,1,N/a,N/a,762,7,2,1,0,50,13,19,40.6
Conor Townsend,ENG,Ipswich Town,DF,32,335,6,3,0,1,1,0,0.0,0.7,2,8,13,0.00,0.27,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.7,80,63.0,756,82.1,74.5,29.2,4,7,2,2,5,1.34,1,0.27,11,8,N/a,3,8,6,2,4,172,28,87,50,38,5,N/a,N/a,N/a,53,136,2,0,N/a,N/a,75,2,4,0,12,8,6,4,60.0
Craig Dawson,ENG,Wolves,DF,35,971,15,10,0,0,2,0,0.5,0.0,6,20,5,0.00,0.00,0.05,N/a,N/a,N/a,N/a,N/a,20.0,0.09,0.00,8.5,484,86.6,3180,92.5,93.0,60.0,2,22,1,0,7,0.65,2,0.19,15,3,N/a,3,16,11,5,9,671,130,396,249,28,14,N/a,N/a,40.0,390,938,1,0,N/a,N/a,443,6,5,2,0,35,21,11,65.6
Cristian Romero,ARG,Tottenham,DF,27,"1,416",18,18,1,0,3,0,1.6,0.6,12,71,3,0.06,0.00,0.10,N/a,N/a,N/a,N/a,N/a,50.0,0.51,0.06,9.1,1094,89.5,8197,91.4,94.7,63.5,7,109,8,1,20,1.27,4,0.25,35,29,N/a,9,18,3,15,21,1377,157,594,720,74,23,N/a,N/a,50.0,896,2893,18,0,N/a,N/a,936,14,12,2,3,90,41,27,60.3
Crysencio Summerville,NED,West Ham,"FW,MF",23,786,19,7,1,1,2,0,1.6,1.7,29,18,71,0.11,0.11,0.19,N/a,N/a,N/a,N/a,N/a,28.6,0.46,0.07,13.4,194,76.4,640,84.5,88.7,50.0,17,13,12,5,35,4.01,1,0.11,13,7,N/a,6,13,4,9,0,372,9,47,147,181,38,N/a,N/a,46.2,207,762,15,13,N/a,N/a,259,9,23,4,21,38,4,9,30.8
Curtis Jones,ENG,Liverpool,"MF,DF",24,"1,528",30,17,3,3,3,1,4.1,1.0,24,95,71,0.18,0.18,0.24,N/a,N/a,N/a,N/a,N/a,38.7,0.71,0.10,16.9,911,93.3,2696,96.9,92.7,75.0,19,70,17,0,42,2.47,7,0.41,36,20,N/a,8,16,7,9,6,1145,32,187,615,349,52,N/a,N/a,36.8,702,1598,17,6,N/a,N/a,867,17,24,1,6,86,13,12,52.0
Daichi Kamada,JPN,Crystal Palace,MF,28,"1,424",31,14,0,0,4,1,1.1,1.8,24,80,54,0.00,0.00,0.07,N/a,N/a,N/a,N/a,N/a,20.0,0.25,0.00,20.3,541,79.8,2248,88.0,82.6,58.5,19,42,13,2,49,3.10,3,0.19,45,27,N/a,25,21,5,16,16,851,19,181,447,230,30,N/a,N/a,46.7,427,1025,19,5,N/a,N/a,544,27,19,2,29,72,3,13,18.8
Dan Burn,ENG,Newcastle Utd,DF,33,"3,060",34,34,1,0,10,0,1.7,0.9,9,59,10,0.03,0.00,0.05,N/a,N/a,N/a,N/a,N/a,25.0,0.15,0.05,9.9,1630,88.9,10371,90.3,94.7,61.3,8,39,7,0,21,0.62,3,0.09,34,19,N/a,15,32,23,9,25,2184,344,1220,861,109,49,N/a,N/a,25.0,1246,2498,5,1,N/a,N/a,1470,30,11,5,3,95,134,65,67.3
Dango Ouattara,BFA,Bournemouth,FW,23,"2,005",32,21,7,4,3,0,8.4,5.5,79,43,191,0.31,0.18,0.38,N/a,N/a,N/a,N/a,N/a,32.3,0.90,0.11,13.5,367,60.0,1706,72.9,62.2,37.3,35,21,26,11,72,3.23,6,0.27,35,26,N/a,24,36,10,26,11,959,62,165,316,497,128,N/a,N/a,41.5,492,1777,35,38,N/a,N/a,577,16,19,14,88,92,45,63,41.7
Daniel Muñoz,COL,Crystal Palace,DF,28,"2,958",34,34,4,4,10,0,4.7,4.5,54,89,191,0.12,0.12,0.14,N/a,N/a,N/a,N/a,N/a,39.4,0.40,0.12,12.3,1052,75.6,4812,85.5,77.1,44.0,41,53,33,14,78,2.37,9,0.27,113,74,N/a,37,36,4,32,40,1871,111,524,768,598,95,N/a,N/a,57.4,730,1604,35,15,N/a,N/a,883,49,19,13,68,155,58,75,43.6
Danilo,BRA,Nott'ham Forest,"MF,FW",24,267,7,5,0,0,0,0,0.0,0.0,2,11,1,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,89,78.1,534,84.3,83.7,60.0,0,13,0,0,7,2.37,2,0.68,6,3,N/a,2,2,1,1,3,140,8,50,78,13,0,N/a,N/a,50.0,49,61,0,0,N/a,N/a,83,1,0,0,3,18,1,1,50.0
Danny Ings,ENG,West Ham,"FW,MF",32,284,15,1,1,2,0,0,2.3,1.3,6,5,29,0.32,0.63,0.72,N/a,N/a,N/a,N/a,N/a,35.7,1.58,0.07,15.5,63,68.5,126,83.7,65.5,20.0,6,4,1,0,12,3.80,2,0.63,4,2,N/a,2,5,0,5,1,139,2,15,51,73,27,N/a,N/a,28.6,63,118,0,2,N/a,N/a,96,0,2,0,3,9,8,10,44.4
Danny Ward,WAL,Leicester City,GK,31,135,2,1,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,41,77.4,949,100.0,100.0,55.6,0,2,0,0,0,0.00,0,0.00,0,0,N/a,0,0,0,0,0,55,40,55,0,0,0,N/a,N/a,100.0,44,107,0,0,N/a,N/a,35,0,0,0,0,1,0,0,N/a
Danny Welbeck,ENG,Brighton,FW,34,"1,942",28,22,9,4,5,0,8.1,1.2,19,42,83,0.42,0.19,0.38,N/a,N/a,N/a,N/a,N/a,37.7,0.93,0.17,15.2,368,84.2,863,86.3,87.0,100.0,19,17,13,0,44,2.04,6,0.28,23,14,N/a,11,17,2,15,5,648,15,50,277,326,90,N/a,N/a,58.3,395,777,20,7,N/a,N/a,483,11,22,4,3,40,15,29,34.1
Dara O'Shea,IRL,Ipswich Town,DF,26,"2,852",32,32,0,2,6,0,1.2,0.5,3,71,8,0.00,0.06,0.04,N/a,N/a,N/a,N/a,N/a,10.0,0.06,0.00,13.6,1112,77.7,9691,86.7,84.8,50.0,3,83,3,1,22,0.69,4,0.13,47,30,N/a,11,59,47,12,31,1841,361,1065,663,118,48,N/a,N/a,50.0,805,1751,2,0,N/a,N/a,1048,18,22,3,7,101,103,79,56.6
Darwin Núñez,URU,Liverpool,FW,25,"1,051",27,8,5,2,8,0,5.3,1.2,22,27,69,0.43,0.17,0.45,N/a,N/a,N/a,N/a,N/a,36.4,1.03,0.15,14.3,151,70.6,546,80.4,73.0,66.7,9,9,2,0,27,2.31,4,0.34,19,16,N/a,10,6,0,6,3,340,10,44,113,193,66,N/a,N/a,57.1,184,529,17,12,N/a,N/a,228,27,14,11,2,39,17,30,36.2
David Brooks,WAL,Bournemouth,"FW,MF",27,832,26,8,2,0,3,0,2.2,1.7,25,27,75,0.22,0.00,0.24,N/a,N/a,N/a,N/a,N/a,45.5,1.08,0.09,16.8,245,74.2,1131,84.8,76.2,51.4,16,15,15,5,35,3.79,2,0.22,11,4,N/a,13,16,2,14,5,451,13,54,164,241,32,N/a,N/a,64.5,278,812,22,8,N/a,N/a,306,8,15,0,44,44,7,10,41.2
David Raya,ESP,Arsenal,GK,29,"3,150",35,35,0,0,2,0,0.0,0.0,0,13,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,979,74.6,15900,98.9,98.3,38.2,0,41,2,0,4,0.11,1,0.03,0,0,N/a,2,0,0,0,2,1367,802,1284,83,0,0,N/a,N/a,0.0,856,2563,0,0,N/a,N/a,789,1,9,0,0,38,10,0,100.0
Dean Henderson,ENG,Crystal Palace,GK,28,"3,150",35,35,0,0,3,0,0.0,0.1,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.9,682,61.4,12431,99.4,99.4,31.0,2,21,1,0,3,0.09,0,0.00,2,1,N/a,4,0,0,0,0,1200,974,1195,4,1,1,N/a,N/a,N/a,689,1950,0,0,N/a,N/a,523,0,1,0,0,25,11,1,91.7
Dean Huijsen,ESP,Bournemouth,DF,20,"2,234",29,24,3,1,8,0,1.9,2.0,36,116,10,0.12,0.04,0.08,N/a,N/a,N/a,N/a,N/a,16.7,0.12,0.17,11.9,1204,83.4,9618,89.0,91.6,59.3,14,146,7,2,40,1.61,3,0.12,33,23,N/a,10,36,28,8,49,1803,238,820,861,131,30,N/a,N/a,60.0,992,3937,26,0,N/a,N/a,1117,29,10,2,12,96,64,41,61.0
Declan Rice,ENG,Arsenal,MF,26,"2,645",33,31,3,7,7,1,3.3,6.5,88,180,92,0.10,0.24,0.11,N/a,N/a,N/a,N/a,N/a,25.0,0.37,0.07,19.3,1304,83.5,5871,92.0,90.5,48.9,56,126,35,5,106,3.61,10,0.34,52,24,N/a,21,24,11,13,25,1839,71,302,863,693,77,N/a,N/a,50.0,977,3274,54,16,N/a,N/a,1204,20,16,2,157,143,31,24,56.4
Dejan Kulusevski,SWE,Tottenham,"MF,FW",25,"2,371",31,26,7,4,3,0,4.2,6.2,120,123,210,0.27,0.15,0.16,N/a,N/a,N/a,N/a,N/a,37.0,0.65,0.15,14.8,656,73.6,2903,86.2,78.0,40.5,65,62,52,6,127,4.82,9,0.34,45,23,N/a,32,34,5,29,13,1272,24,149,430,717,157,N/a,N/a,60.7,821,3206,67,40,N/a,N/a,894,47,38,5,89,119,10,15,40.0
Destiny Udogie,ITA,Tottenham,DF,22,"1,834",24,23,0,1,2,0,0.3,1.5,54,120,93,0.00,0.05,0.01,N/a,N/a,N/a,N/a,N/a,20.0,0.05,0.00,15.1,947,87.4,4612,91.3,90.4,80.0,16,88,6,1,35,1.72,3,0.15,74,47,N/a,14,40,6,34,21,1336,60,377,591,383,49,N/a,N/a,50.0,735,2290,39,12,N/a,N/a,796,29,38,2,19,109,13,13,50.0
Diego Carlos,BRA,Aston Villa,DF,32,830,10,8,0,0,1,0,0.6,0.0,3,34,0,0.00,0.00,0.07,N/a,N/a,N/a,N/a,N/a,25.0,0.11,0.00,6.7,534,88.6,4103,91.4,94.2,65.1,0,23,1,0,4,0.43,0,0.00,8,3,N/a,2,13,7,6,5,674,86,331,330,15,6,N/a,N/a,0.0,419,1162,3,0,N/a,N/a,481,11,1,1,0,36,11,10,52.4
Diego Gómez,PAR,Brighton,MF,22,441,13,4,0,0,0,0,0.7,0.5,5,20,14,0.00,0.00,0.15,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.4,206,78.9,743,85.2,83.1,52.2,5,12,5,1,14,2.86,3,0.61,17,10,N/a,9,11,0,11,7,346,18,79,186,85,6,N/a,N/a,50.0,163,254,3,0,N/a,N/a,206,7,2,1,9,30,8,4,66.7
